Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No. of_Trades,Deliverable_Qty,% Dly Qt to_Traded_Qty
BHARTIARTL,EQ,15-03-2021,524.2,527.8,527.8,516.4,522.5,522.85,521.77,10676602,5570683697,149965,4009779,37.56
BHARTIARTL,EQ,12-03-2021,525.85,530.55,532.75,521.55,524,524.2,527.94,11410264,6023904033,206133,4680628,41.02
BHARTIARTL,EQ,10-03-2021,521.75,520.2,530.5,516.35,526,525.85,523.89,18663334,9777519895,194438,7463429,39.99
BHARTIARTL,EQ,09-03-2021,525.7,530.1,532,514.3,522.4,521.75,521.98,19809833,10340276015,247460,8904176,44.95
BHARTIARTL,EQ,08-03-2021,532.8,531,535.45,524.75,525.25,525.7,528.93,15011518,7940064973,206029,8587620,57.21
BHARTIARTL,EQ,05-03-2021,539.6,535,538.5,524.4,533.8,532.8,532.15,16351700,8701568566,182600,6988800,42.74
BHARTIARTL,EQ,04-03-2021,546.3,540,546,538,539.95,539.6,540.38,17352483,9376887662,188724,8188706,47.19
BHARTIARTL,EQ,03-03-2021,541.2,548.75,550.75,540,546.85,546.3,546.32,24214390,13228780673,314197,10589230,43.73
BHARTIARTL,EQ,02-03-2021,532.2,540.5,544,528.85,541.95,541.2,536.23,30058411,16118091211,338203,9450109,31.44
BHARTIARTL,EQ,01-03-2021,556.3,558,559.1,521,532.8,532.2,532.76,54075848,28809311393,558647,24731634,45.74
BHARTIARTL,EQ,26-02-2021,579.15,574.5,585.95,551.75,553.7,556.3,559.68,194887984,1.09E+11,543213,119239949,61.18
BHARTIARTL,EQ,25-02-2021,572.95,579.9,584.45,577.05,580.1,579.15,580.68,15931134,9250911670,193708,7219171,45.31
BHARTIARTL,EQ,24-02-2021,565.55,568.1,574.1,565.2,573.9,572.95,570.87,8725136,4980903600,96467,3780300,43.33
BHARTIARTL,EQ,23-02-2021,570.3,575,577,564,567,565.55,571.18,23326447,13323679975,246360,12766223,54.73
BHARTIARTL,EQ,22-02-2021,581.35,582,584.9,568,569,570.3,577.72,19854892,11470577068,205271,11347857,57.15
BHARTIARTL,EQ,19-02-2021,589.05,590,596,575.5,581.5,581.35,587.31,19106404,11221300799,231192,7510083,39.31
BHARTIARTL,EQ,18-02-2021,593.85,597,598,585.2,589.25,589.05,591.31,21784559,12881387333,225068,10360959,47.56
BHARTIARTL,EQ,17-02-2021,593.95,596.95,598.8,590.05,598,593.85,594.02,16133750,9583719254,148002,8755001,54.27
BHARTIARTL,EQ,16-02-2021,593.7,595,601.6,593,593.45,593.95,597.29,14787224,8832271405,137273,6291162,42.54
BHARTIARTL,EQ,15-02-2021,586.25,592.1,603,590,593.55,593.7,597.31,17641523,10537397427,196034,7840125,44.44
BHARTIARTL,EQ,12-02-2021,598.1,597.85,597.85,584.6,585.9,586.25,590.92,15611939,9225345869,156237,6936643,44.43
BHARTIARTL,EQ,11-02-2021,590.2,592,603.55,589,594.55,598.1,598.59,18898771,11312566134,234354,7530315,39.85
BHARTIARTL,EQ,10-02-2021,598.95,604.95,607.75,580.25,589.3,590.2,590.97,31059522,18355259543,314607,12487736,40.21
BHARTIARTL,EQ,09-02-2021,597.3,598.9,607.75,595,601,598.95,601.64,20541765,12358751759,240538,6902063,33.6
BHARTIARTL,EQ,08-02-2021,581.1,589,603.65,584.7,597.25,597.3,596.42,21247165,12672304482,253809,6348279,29.88
BHARTIARTL,EQ,05-02-2021,600.6,603.8,605.9,576.25,584.2,581.1,585.16,34811620,20370367178,372792,13998379,40.21
BHARTIARTL,EQ,04-02-2021,608.85,614.9,623,595.65,599.8,600.6,605.85,51018799,30909763017,480812,11731809,23
BHARTIARTL,EQ,03-02-2021,599.35,609.4,622.5,599.45,611.9,608.85,613.31,30076561,18446303551,302042,8330837,27.7
BHARTIARTL,EQ,02-02-2021,579.15,584.9,605.65,579.25,600.8,599.35,593.59,21311866,12650443193,220843,8413096,39.48
BHARTIARTL,EQ,01-02-2021,553.6,559,581.1,549.2,580,579.15,566.42,13951025,7902180560,189069,4657886,33.39
BHARTIARTL,EQ,29-01-2021,570.9,578.5,578.5,550.6,552.25,553.6,560.51,25051621,14041671851,254371,11219875,44.79
BHARTIARTL,EQ,28-01-2021,570.8,566.5,575.85,562.75,572.4,570.9,569.72,14921448,8501091970,170888,4598893,30.82
BHARTIARTL,EQ,27-01-2021,580.75,580,581.75,562.35,570.9,570.8,573.12,15280757,8757731200,195096,6783268,44.39
BHARTIARTL,EQ,25-01-2021,576.85,579,587.85,569.55,579.35,580.75,580.67,12273498,7126808101,138024,5165181,42.08
BHARTIARTL,EQ,22-01-2021,581.35,583.9,585.55,572.75,578.5,576.85,579.63,12429589,7204623789,166361,4858114,39.09
BHARTIARTL,EQ,21-01-2021,596.15,600.25,604.05,574.4,585.15,581.35,590.56,17060331,10075227013,181028,5513829,32.32
BHARTIARTL,EQ,20-01-2021,592.3,592.3,602.5,589,596.3,596.15,596.29,13087294,7803883836,143148,4220175,32.25
BHARTIARTL,EQ,19-01-2021,586.95,591.1,597.45,586.5,591.45,592.3,593.22,10830923,6425133732,113605,3612661,33.36
BHARTIARTL,EQ,18-01-2021,602.65,602.65,603,584,584.5,586.95,593.11,20965905,12435110815,248064,7499246,35.77
BHARTIARTL,EQ,15-01-2021,580.55,609.55,610.65,593.8,603.5,602.65,601.78,56392307,33935785594,510948,16380024,29.05
BHARTIARTL,EQ,14-01-2021,578.25,582.7,584.8,570.05,579.3,580.55,578.26,16661518,9634652220,249335,6968221,41.82
BHARTIARTL,EQ,13-01-2021,565.75,588,601.7,567,576.3,578.25,586.01,83668562,49030253523,691695,24401136,29.16
BHARTIARTL,EQ,12-01-2021,547.15,549,569,545,568.75,565.75,559.81,25380555,14208170263,247319,9832210,38.74
BHARTIARTL,EQ,11-01-2021,540.25,541.5,554.35,541.5,546.2,547.15,548.55,19525604,10710819559,158909,8733229,44.73
BHARTIARTL,EQ,08-01-2021,545.25,549.3,549.75,537.3,540,540.25,542.82,14270435,7746345547,125210,6394886,44.81
BHARTIARTL,EQ,07-01-2021,525.3,532,554.45,527.1,544.15,545.25,544.18,38717913,21069520839,334312,11281016,29.14
BHARTIARTL,EQ,06-01-2021,514,515,531.75,513.1,528.2,525.3,525.27,30269288,15899469921,268788,10666667,35.24
BHARTIARTL,EQ,05-01-2021,517.1,514,516.9,511.1,513.55,514,514.07,10492428,5393846628,113527,5647859,53.83
BHARTIARTL,EQ,04-01-2021,515.15,517,520.5,511.6,517.05,517.1,516.17,13240524,6834336261,206776,6016122,45.44
BHARTIARTL,EQ,01-01-2021,509.7,512.25,516.4,508.2,515,515.15,511.92,10185843,5214358970,115803,2857212,28.05
BHARTIARTL,EQ,31-12-2020,516.15,517.1,518.45,506.3,509.5,509.7,511.71,15524994,7944285300,160584,5813056,37.44
BHARTIARTL,EQ,30-12-2020,520.25,523.4,523.4,513.3,516,516.15,516.11,10494434,5416322836,140094,4281397,40.8
BHARTIARTL,EQ,29-12-2020,521.6,523,524.95,515.1,520.65,520.25,520.49,11246474,5853727837,132122,3032301,26.96
BHARTIARTL,EQ,28-12-2020,517.3,520.1,527,516.6,521.5,521.6,522.37,12882390,6729343199,134281,4002208,31.07
BHARTIARTL,EQ,24-12-2020,507.2,520,523,510.45,516.25,517.3,517.81,20849597,10796115991,208082,5055582,24.25
BHARTIARTL,EQ,23-12-2020,500.3,500.3,509.5,498.4,507,507.2,503.97,13081361,6592634496,177939,5472751,41.84
BHARTIARTL,EQ,22-12-2020,490.9,494,505,485.55,500.35,500.3,498.24,21233811,10579573245,205917,8132751,38.3
BHARTIARTL,EQ,21-12-2020,510.65,507.5,511.2,480.15,490.8,490.9,496.79,15253094,7577547767,175878,5559934,36.45
BHARTIARTL,EQ,18-12-2020,515.1,513.9,514.9,505.05,510,510.65,510.29,10797760,5510041413,139048,3776733,34.98
BHARTIARTL,EQ,17-12-2020,516.2,517,522.5,512,514,515.1,516.61,19654749,10153858362,183941,7095595,36.1
BHARTIARTL,EQ,16-12-2020,504.2,504.2,518.8,502.1,518.3,516.2,509.87,17381441,8862339609,164008,6305309,36.28
BHARTIARTL,EQ,15-12-2020,503.05,505.85,506.8,498.1,504.25,504.2,502.65,13074733,6572013086,146690,4576353,35
BHARTIARTL,EQ,14-12-2020,504.4,507,512,501.15,502.7,503.05,504.79,13886923,7009944012,162325,5284910,38.06
BHARTIARTL,EQ,11-12-2020,505.15,508.5,508.5,497.3,505.1,504.4,504.23,13760737,6938611858,137007,4735575,34.41
BHARTIARTL,EQ,10-12-2020,503.05,501.5,508.75,494.1,504.7,505.15,501.69,13194186,6619376249,126519,5034510,38.16
BHARTIARTL,EQ,09-12-2020,503.6,504.9,506.9,499.1,502.75,503.05,502.84,11608846,5837385008,147016,4165777,35.88
BHARTIARTL,EQ,08-12-2020,508.95,514,516.25,499.65,502.95,503.6,506.57,19298806,9776155722,171688,6448682,33.41
BHARTIARTL,EQ,07-12-2020,493.75,498,510.5,494.6,509.5,508.95,503.24,22125752,11134639555,205788,7665713,34.65
BHARTIARTL,EQ,04-12-2020,479.9,486.85,497.8,483.4,494.5,493.75,492.11,31039563,15274968845,284386,7302086,23.53
BHARTIARTL,EQ,03-12-2020,484.9,487.1,489.15,474,479.9,479.9,480.22,19723853,9471694661,172391,10218376,51.81
BHARTIARTL,EQ,02-12-2020,479.45,481,487.9,474.05,484.2,484.9,481.44,20562558,9899563138,189680,7813359,38
BHARTIARTL,EQ,01-12-2020,463.25,467.75,482.5,460.5,479.2,479.45,474.19,18193356,8627059182,199549,6039234,33.19
BHARTIARTL,EQ,27-11-2020,468.4,468.3,472.65,462,465,463.25,465.57,18151096,8450527178,185490,10410609,57.36
BHARTIARTL,EQ,26-11-2020,464.1,468.7,469.65,460.1,469,468.4,465.71,11322533,5273040451,133329,3915411,34.58
BHARTIARTL,EQ,25-11-2020,474.25,476.5,477.9,458.65,464.3,464.1,467.61,14229948,6654006389,208648,5602463,39.37
BHARTIARTL,EQ,24-11-2020,477.25,478.4,481.25,471.2,475.5,474.25,475.07,9173967,4358262925,129133,3180607,34.67
BHARTIARTL,EQ,23-11-2020,483.7,486.75,486.75,475.1,476.75,477.25,479.21,10005675,4794770650,149571,2732654,27.31
BHARTIARTL,EQ,20-11-2020,468.55,470.5,485.95,465.35,483.15,483.7,475.15,11867647,5638941178,132087,3992484,33.64
BHARTIARTL,EQ,19-11-2020,478.4,476,481.45,467,468.4,468.55,473.25,11329235,5361504589,129354,3920784,34.61
BHARTIARTL,EQ,18-11-2020,484.55,483.95,485,471.1,477.8,478.4,477.45,10311000,4922943482,140865,4019915,38.99
BHARTIARTL,EQ,17-11-2020,481.5,490.9,494.95,481.25,484.5,484.55,487.48,18699305,9115487944,211335,8583821,45.9
BHARTIARTL,EQ,14-11-2020,475.75,487,487,479,479.9,481.5,482.61,3940508,1901746835,63522,1635737,41.51
BHARTIARTL,EQ,13-11-2020,479.85,477,478,470,477.25,475.75,474.37,8272841,3924406132,99267,2870860,34.7
BHARTIARTL,EQ,12-11-2020,478.6,476.85,483.2,475.05,479,479.85,479.9,14512799,6964693772,123986,7371521,50.79
BHARTIARTL,EQ,11-11-2020,466.4,467.95,481.35,464.05,477.5,478.6,473.3,15737416,7448580860,172984,3583404,22.77
BHARTIARTL,EQ,10-11-2020,471.8,474,474.15,465,467,466.4,468.15,9620279,4503741587,147987,2818260,29.29
BHARTIARTL,EQ,09-11-2020,449.9,456.3,474.75,452.55,473,471.8,465.43,24493687,11400215667,229825,9179644,37.48
BHARTIARTL,EQ,06-11-2020,457.3,457,460.35,448.75,450.25,449.9,453.18,11970462,5424776152,130841,5122085,42.79
BHARTIARTL,EQ,05-11-2020,453.05,457,461.9,452.6,458,457.3,457.5,9234395,4224737993,109959,3414270,36.97
BHARTIARTL,EQ,03-11-2020,457.4,458,460.7,447.45,454.9,454.6,454.62,16036760,7290605971,162571,5662537,35.31
BHARTIARTL,EQ,02-11-2020,433.75,435,460,435,455.55,457.4,451.11,28174600,12709769653,262756,9622899,34.15
BHARTIARTL,EQ,30-10-2020,450.8,454.9,454.9,430.5,432.75,433.75,439.21,23051352,10124440585,211345,6426190,27.88
BHARTIARTL,EQ,29-10-2020,451.85,447.7,457.1,445,450,450.8,450.77,25066939,11299443465,240192,7838166,31.27
BHARTIARTL,EQ,28-10-2020,433.35,446,488,442,447.75,451.85,463.51,123585653,57283140202,946705,26584797,21.51
BHARTIARTL,EQ,27-10-2020,434.05,434.05,438.9,427.5,433.3,433.35,433,12781318,5534346619,117094,3819187,29.88
BHARTIARTL,EQ,26-10-2020,434.4,434.35,439.45,428,433.8,434.05,433.74,11736985,5090850647,133452,3584745,30.54
BHARTIARTL,EQ,23-10-2020,430.65,434.9,437.6,427.3,434,434.4,433.47,18171287,7876624802,200346,6621387,36.44
BHARTIARTL,EQ,22-10-2020,419,419,432.35,418,431,430.65,425.96,26516990,11295181918,259557,9161209,34.55
BHARTIARTL,EQ,21-10-2020,405,405.7,420.2,403.55,419.5,419,413.01,23488238,9700833388,207547,5941359,25.3
BHARTIARTL,EQ,20-10-2020,397.7,397.7,413.2,396.95,405.65,405,407.13,25909683,10548625038,243025,7365337,28.43
BHARTIARTL,EQ,19-10-2020,401.65,403.55,404.65,394,396.05,397.7,397.86,16921274,6732310242,191546,6060954,35.82
BHARTIARTL,EQ,16-10-2020,399.2,404.45,407.3,398.35,402.1,401.65,402.24,23347957,9391515816,236506,9809147,42.01
BHARTIARTL,EQ,15-10-2020,413.25,413.4,415.5,395,398.9,399.2,403.13,27855540,11229315429,284076,10932320,39.25
BHARTIARTL,EQ,14-10-2020,415.3,416.4,419.5,411.3,412.6,413.25,414.94,14110038,5854855649,161300,5357383,37.97
BHARTIARTL,EQ,13-10-2020,415.05,421.15,427.5,413.1,416,415.3,420.12,27781773,11671631474,338875,7740013,27.86
BHARTIARTL,EQ,12-10-2020,425.2,428,430.6,411.85,413.25,415.05,420.39,14063002,5912009213,204589,5415573,38.51
BHARTIARTL,EQ,09-10-2020,424.45,428,435,423.3,425,425.2,427.95,20563361,8800074867,391127,8890403,43.23
BHARTIARTL,EQ,08-10-2020,422.45,426,435.5,419.1,425.15,424.45,428.17,16705222,7152657254,365775,5682695,34.02
BHARTIARTL,EQ,07-10-2020,426.75,427.8,431.75,421.1,423.2,422.45,424.9,10202818,4335157786,138523,3272026,32.07
BHARTIARTL,EQ,06-10-2020,424.45,427,430,423.1,427.6,426.75,426.41,10876652,4637894769,169406,4816462,44.28
BHARTIARTL,EQ,05-10-2020,432.35,432.35,437.5,423,423.9,424.45,429.59,15001368,6444395585,175396,5145028,34.3
BHARTIARTL,EQ,01-10-2020,420.95,426,434.6,423.65,430.2,432.35,430.14,13344280,5739948115,140573,3957155,29.65
BHARTIARTL,EQ,30-09-2020,435.6,438,440.4,418.15,419.65,420.95,428.87,27176498,11655184705,257236,11186991,41.16
BHARTIARTL,EQ,29-09-2020,443.65,444,444.55,429.5,435.6,435.6,435.44,17852308,7773643271,233149,5906122,33.08
BHARTIARTL,EQ,28-09-2020,439.65,446,447.65,434.05,442.4,443.65,441.88,21053041,9302946431,164974,8199756,38.95
BHARTIARTL,EQ,25-09-2020,419.3,425,444.95,422.15,440,439.65,436.52,33602428,14668070250,352633,11809177,35.14
BHARTIARTL,EQ,24-09-2020,433.8,425.25,433.5,416.15,419.95,419.3,426.62,35786844,15267370542,710725,12395970,34.64
BHARTIARTL,EQ,23-09-2020,470.95,467,467,423.9,432.5,433.8,440.92,85211349,37571011349,646407,35478570,41.64
BHARTIARTL,EQ,22-09-2020,467.75,468.5,478.5,461,471.25,470.95,471.5,18600835,8770254401,230512,5982788,32.16
BHARTIARTL,EQ,21-09-2020,494.55,496,496,461.25,467.55,467.75,476.35,22737775,10831174039,217444,7776184,34.2
BHARTIARTL,EQ,18-09-2020,479,483,497.65,475.3,496.85,494.55,491.26,54801702,26921750332,246800,29937207,54.63
BHARTIARTL,EQ,17-09-2020,481.75,480,482.35,474,479.6,479,477.99,13497203,6451564954,167290,4931251,36.54
BHARTIARTL,EQ,16-09-2020,485.55,487,490.7,480.55,481.55,481.75,484.56,13133556,6364030285,166056,4611581,35.11
BHARTIARTL,EQ,15-09-2020,474.1,475.15,487.65,470.05,485.05,485.55,479.95,30857464,14810152928,286885,11337910,36.74
BHARTIARTL,EQ,14-09-2020,491.65,496,497.25,468.3,473,474.1,479.62,52056004,24966969809,589731,22336706,42.91
BHARTIARTL,EQ,11-09-2020,497.35,499.3,502.45,488.55,491.5,491.65,494.01,15597700,7705393910,301695,5941340,38.09
BHARTIARTL,EQ,10-09-2020,504.25,508,508,491.2,498.2,497.35,500.84,21005767,10520625168,251922,8923960,42.48
BHARTIARTL,EQ,09-09-2020,498.1,493.25,506.65,491.1,503.75,504.25,500.29,31478272,15748241560,198922,14935539,47.45
BHARTIARTL,EQ,08-09-2020,515.45,516,516.85,494,495.9,498.1,506.16,33123745,16765833252,275453,15052714,45.44
BHARTIARTL,EQ,07-09-2020,523.15,525,528,510.3,515,515.45,516.98,16147428,8347886616,192361,5897661,36.52
BHARTIARTL,EQ,04-09-2020,538,531.5,538,519.5,523.65,523.15,529.21,28083439,14862027360,181825,15664347,55.78
BHARTIARTL,EQ,03-09-2020,550.55,550.55,552.9,535.65,539.6,538,542.19,24622381,13350029336,211388,11018488,44.75
BHARTIARTL,EQ,02-09-2020,546.25,550,559,545.1,550.45,550.55,551.97,35023081,19331827446,298159,11171665,31.9
BHARTIARTL,EQ,01-09-2020,513.1,517.5,555.45,514.2,549.5,546.25,539.51,74337280,40105838217,573200,16430348,22.1
BHARTIARTL,EQ,31-08-2020,523.45,518.5,522.3,508.55,512.45,513.1,513.53,186856499,95956407296,506006,122919948,65.78
BHARTIARTL,EQ,28-08-2020,511.15,512.1,529.55,512.1,522.5,523.45,523.32,21808591,11412882809,231362,7563579,34.68
BHARTIARTL,EQ,27-08-2020,514.5,514.4,518.5,508,512.5,511.15,512.97,21871778,11219593852,166733,8932803,40.84
BHARTIARTL,EQ,26-08-2020,528.65,528.4,528.4,512,513.5,514.5,516.39,25906518,13377981404,236897,11768458,45.43
BHARTIARTL,EQ,25-08-2020,526.9,534.5,535.65,526,528.65,528.65,529.75,19516042,10338649073,180901,9422842,48.28
BHARTIARTL,EQ,24-08-2020,520.25,517.9,532.4,508.2,531,526.9,517.35,29166922,15089520439,235265,10585579,36.29
BHARTIARTL,EQ,21-08-2020,525.55,529.8,529.8,516,519,520.25,521.89,21835588,11395853838,205334,8336609,38.18
BHARTIARTL,EQ,20-08-2020,535.85,531,533.6,522.7,526,525.55,527.19,13440102,7085518554,117408,5901272,43.91
BHARTIARTL,EQ,19-08-2020,526.3,529,539.9,527.1,536,535.85,533.14,17075491,9103643890,162156,6909210,40.46
BHARTIARTL,EQ,18-08-2020,521.4,522.05,529.1,520.15,527.85,526.3,524.33,13517889,7087860486,162875,4610638,34.11
BHARTIARTL,EQ,17-08-2020,528.6,530.55,532.5,518.1,520.85,521.4,523.23,19014347,9948885553,211145,6393700,33.63
BHARTIARTL,EQ,14-08-2020,535.35,542.85,542.85,525,529.95,528.6,533.59,18209193,9716236319,205127,7248105,39.8
BHARTIARTL,EQ,13-08-2020,547.7,534,548.3,524.25,536.5,535.35,537.8,36774554,19777363254,378060,10156940,27.62
BHARTIARTL,EQ,12-08-2020,551.1,550,561.25,545.35,547.3,547.7,554.02,12381746,6859713361,109997,4323293,34.92
BHARTIARTL,EQ,11-08-2020,558.85,558,560.5,550.2,551.25,551.1,553.84,8137948,4507116214,117782,3694160,45.39
BHARTIARTL,EQ,10-08-2020,560.8,564.3,565,554.8,559.8,558.85,559.91,9417841,5273097253,108155,3970787,42.16
BHARTIARTL,EQ,07-08-2020,555.3,556,563.4,552.05,560,560.8,558.46,7210904,4027002147,90979,2332620,32.35
BHARTIARTL,EQ,06-08-2020,558.95,561.7,561.7,552.65,555,555.3,556.42,10425489,5800966944,124449,4678267,44.87
BHARTIARTL,EQ,05-08-2020,549,552,560.5,546.55,559.75,558.95,554.1,12682481,7027359181,164740,4324903,34.1
BHARTIARTL,EQ,04-08-2020,547.35,548,553.35,545.85,548.6,549,549.45,11813422,6490854717,148044,5708086,48.32
BHARTIARTL,EQ,03-08-2020,554.85,554.5,556.5,546.4,548.1,547.35,550.56,9219748,5075997874,106837,4456165,48.33
BHARTIARTL,EQ,31-07-2020,552.7,550.9,559.3,546.3,555.1,554.85,555.24,13661601,7585466561,149948,5625127,41.17
BHARTIARTL,EQ,30-07-2020,566.2,576,580.45,543.05,550.3,552.7,561.77,44491235,24993876533,350941,15258415,34.3
BHARTIARTL,EQ,29-07-2020,564.6,565.25,569.15,560.25,566.5,566.2,564.78,9796100,5532682526,114197,3099152,31.64
BHARTIARTL,EQ,28-07-2020,559.5,558.5,574.25,555.3,564.6,564.6,565.87,13948427,7892975310,152581,5384126,38.6
BHARTIARTL,EQ,27-07-2020,559.45,558.2,563.75,544.15,558.5,559.5,555.64,10695118,5942658507,120009,3017665,28.22
BHARTIARTL,EQ,24-07-2020,567.2,565,567.4,555.4,559.8,559.45,561.42,9777107,5489065000,139162,4018788,41.1
BHARTIARTL,EQ,23-07-2020,569.15,570,575.75,564,567.6,567.2,569.61,9539899,5433974986,103214,3975848,41.68
BHARTIARTL,EQ,22-07-2020,567.75,568,575.5,562.8,569.8,569.15,569.61,10831170,6169548440,125149,2553070,23.57
BHARTIARTL,EQ,21-07-2020,575.75,580,583.8,566.35,568.1,567.75,572.11,11784668,6742169780,151772,5078449,43.09
BHARTIARTL,EQ,20-07-2020,566.75,571,582.5,567.6,578.25,575.75,573.7,9610173,5513366034,118401,2597723,27.03
BHARTIARTL,EQ,17-07-2020,562.75,563.1,573.9,561.75,570.3,566.75,568.71,11964954,6804605135,162226,5036829,42.1
BHARTIARTL,EQ,16-07-2020,563.6,565.9,566.2,553.3,562.5,562.75,561.59,11316438,6355200287,124174,3604278,31.85
BHARTIARTL,EQ,15-07-2020,589.35,588.95,588.95,559.65,568,563.6,574.9,19693277,11321743831,219772,6338707,32.19
BHARTIARTL,EQ,14-07-2020,586.8,584.5,596.8,578.55,588.4,589.35,589.99,32329098,19073807963,323198,5595620,17.31
BHARTIARTL,EQ,13-07-2020,574.7,574.5,589,570,586.6,586.8,580.46,16353967,9492769916,178405,4332436,26.49
BHARTIARTL,EQ,10-07-2020,568.65,569.1,579,565.65,574.7,574.7,573.33,13284057,7616115435,161547,3842326,28.92
BHARTIARTL,EQ,09-07-2020,561.3,564,570.25,560.3,570.15,568.65,565.02,8452964,4776067354,117186,3198262,37.84
BHARTIARTL,EQ,08-07-2020,567.15,572,574,559,561.6,561.3,566.6,9404763,5328709385,143707,3628788,38.58
BHARTIARTL,EQ,07-07-2020,576.6,579,582.6,566.05,567.2,567.15,573.16,12524549,7178567349,210152,6074198,48.5
BHARTIARTL,EQ,06-07-2020,581.45,587.6,589.3,575.05,575.9,576.6,581.41,15818188,9196796979,215898,5369565,33.95
BHARTIARTL,EQ,03-07-2020,558.45,561.8,583.45,560.6,581.25,581.45,574.93,20620014,11854997355,210802,5306467,25.73
BHARTIARTL,EQ,02-07-2020,560.15,564.8,567,557.6,558.55,558.45,560.67,13542472,7592915770,173615,7669556,56.63
BHARTIARTL,EQ,01-07-2020,559.85,575,575,558.3,560.2,560.15,564.21,13639649,7695690215,143075,3882463,28.46
BHARTIARTL,EQ,30-06-2020,567.1,572,577,557.4,560.25,559.85,567.8,12939125,7346775073,182638,5374039,41.53
BHARTIARTL,EQ,29-06-2020,560.4,558.9,568.95,551.2,567,567.1,561.56,12920745,7255834168,133805,6233452,48.24
BHARTIARTL,EQ,26-06-2020,559,560,566.4,557.15,560,560.4,561.77,11109042,6240675782,198037,6332052,57
BHARTIARTL,EQ,25-06-2020,557.35,553.9,563.7,550,557,559,556.49,15589317,8675326938,187766,7025257,45.06
BHARTIARTL,EQ,24-06-2020,578.8,581,582,555,558.55,557.35,566.95,12387454,7023032217,166998,5953782,48.06
BHARTIARTL,EQ,23-06-2020,581.05,581.05,584.6,574.35,577.4,578.8,579.52,9762436,5657523650,122614,2187967,44.37
BHARTIARTL,EQ,22-06-2020,572.5,575.8,588,570.4,580,581.05,579.25,12715786,7365602581,149541,3782300,29.74
BHARTIARTL,EQ,19-06-2020,560.9,561.9,578.2,561,575,572.5,570.61,41152446,23482028598,179777,21100700,51.27
BHARTIARTL,EQ,18-06-2020,563.45,564.25,572.9,558.2,560.95,560.9,565.11,19329827,10923484259,216980,6106187,31.59
BHARTIARTL,EQ,17-06-2020,544.9,546.85,565.5,541,563.5,563.45,557.38,20531433,11443781426,232907,8222010,40.05
BHARTIARTL,EQ,16-06-2020,550.7,558,559.3,537,543.65,544.9,548.51,19072659,10461620915,178532,10186425,53.41
BHARTIARTL,EQ,15-06-2020,560.1,556,563.75,549,549.9,550.7,554.7,13584908,7535502023,188090,6596985,48.56
BHARTIARTL,EQ,12-06-2020,551.85,540,562,540,559.5,560.1,555.3,18870757,10478985243,235264,6242846,33.08
BHARTIARTL,EQ,11-06-2020,567.1,570,573.8,546.7,551.5,551.85,562.46,27293431,15351558888,286354,7758609,28.43
BHARTIARTL,EQ,10-06-2020,567.8,571,576,563.05,567.45,567.1,569.49,19130490,10894636932,226255,7386137,38.61
BHARTIARTL,EQ,09-06-2020,585.15,580,591.65,565.7,566.55,567.8,579.69,14939279,8660153046,183800,5352095,35.83
BHARTIARTL,EQ,08-06-2020,584.35,588,593.7,579.2,583.6,585.15,585.99,20430645,11972150145,243689,7805284,38.2
BHARTIARTL,EQ,05-06-2020,572.45,584,590,567.45,581.3,584.35,578.59,47874414,27699751053,533999,15509385,32.4
BHARTIARTL,EQ,04-06-2020,551.65,552.3,585.4,549.55,583.25,572.45,562.23,29454952,16560569047,332024,12485192,42.39
BHARTIARTL,EQ,03-06-2020,558.1,568,568.3,549.25,552.3,551.65,554.6,29235064,16213789220,290602,15784518,53.99
BHARTIARTL,EQ,02-06-2020,559.05,563,572.3,556.1,559,558.1,564.42,31973639,18046476316,330914,15685185,49.06
BHARTIARTL,EQ,01-06-2020,552.6,559,561.65,550.15,559.7,559.05,556.06,39288299,21846690192,372569,20098476,51.16
BHARTIARTL,EQ,29-05-2020,562.75,558,564,543.8,549.9,552.6,551.95,54189241,29909512729,457048,33911226,62.58
BHARTIARTL,EQ,28-05-2020,563.1,564.65,568,556,561.35,562.75,561.49,16270436,9135730054,204218,5874447,36.11
BHARTIARTL,EQ,27-05-2020,559.25,561,565.55,553.85,562.05,563.1,560.54,22528009,12627746002,314757,9050555,40.17
BHARTIARTL,EQ,26-05-2020,593.2,572,576.45,557.55,557.95,559.25,569.02,76497320,43528477745,511034,33728663,44.09
BHARTIARTL,EQ,22-05-2020,594.55,597,597.4,587,592.95,593.2,592.03,11416299,6758814649,170702,3254632,28.51
BHARTIARTL,EQ,21-05-2020,594.05,590.5,604.5,585.4,594.55,594.55,595.2,20292652,12078157667,222010,4897160,24.13
BHARTIARTL,EQ,20-05-2020,598.8,605,612,588.6,594.9,594.05,598.16,35744408,21381025537,372386,7379615,20.65
BHARTIARTL,EQ,19-05-2020,538.05,558.5,603.5,557,596.2,598.8,583.58,71909586,41965283081,716020,13852628,19.26
BHARTIARTL,EQ,18-05-2020,554.1,556.9,559,535.2,540.2,538.05,548.01,21586051,11829269221,319214,6745077,31.25
BHARTIARTL,EQ,15-05-2020,539.85,543.5,556.9,539.4,554.8,554.1,550.06,14486155,7968186284,202097,3601252,24.86
BHARTIARTL,EQ,14-05-2020,555.95,551.1,562.5,535.1,541.45,539.85,546.99,13180895,7209850659,151782,4700716,35.66
