Symbol,Series,Date,Prev_Close,Open_Price,High_Price,Low_Price,Last_Price,Close_Price,Average_Price,Total_Traded_Quantity,Turnover,No. of_Trades,Deliverable_Qty,% Dly Qt to_Traded_Qty
BHARTIARTL,EQ,30-04-2019,325.45,324,326.8,314.05,319.75,320.3,318.75,6026790,1921051530,101103,2510689,41.66
BHARTIARTL,EQ,26-04-2019,328.5,330,335.7,322.3,325.25,325.45,327,4908166,1604961951,64764,1280274,26.08
BHARTIARTL,EQ,25-04-2019,324.5,322.8,332.9,321,332.7,328.5,327.66,11305703,3704385818,76972,6553370,57.97
BHARTIARTL,EQ,24-04-2019,316.5,316.5,326.3,315.6,323.75,324.5,322.13,7029531,2264404261,71090,1857747,26.43
BHARTIARTL,EQ,23-04-2019,349.4,325,325.4,314.2,317.3,316.5,319.44,11412878,3645704178,110806,2255856,19.77
BHARTIARTL,EQ,22-04-2019,346.95,344,358.55,336.6,352,349.4,346.74,13824740,4793602359,154209,4650998,33.64
BHARTIARTL,EQ,18-04-2019,348.75,349.5,350.45,332.65,344.9,346.95,341.94,14545230,4973545566,168063,7003539,48.15
BHARTIARTL,EQ,16-04-2019,347.7,348,351.1,340.75,349.9,348.75,346.14,8579411,2969709034,126145,4210763,49.08
BHARTIARTL,EQ,15-04-2019,341.95,344.9,349,334.8,348,347.7,341.45,9201883,3141996800,82816,3643049,39.59
BHARTIARTL,EQ,12-04-2019,346.35,347,350.35,339,343,341.95,343.75,7525281,2586811770,93543,2325246,30.9
BHARTIARTL,EQ,11-04-2019,340,341.7,351.25,337.15,346.8,346.35,345.92,16393215,5670763245,110059,5171693,31.55
BHARTIARTL,EQ,10-04-2019,351.6,350.8,354.4,338,338.45,340,347.35,4289454,1489942764,44607,1066170,24.86
BHARTIARTL,EQ,09-04-2019,354.95,358.55,361,341.5,350.8,351.6,348.74,9079248,3166265503,110697,1769890,19.49
BHARTIARTL,EQ,08-04-2019,356.65,358.4,363.8,352.55,355.5,354.95,357.93,5097675,1824628792,67961,869852,17.06
BHARTIARTL,EQ,05-04-2019,356.8,358.6,359.75,353.55,358.3,356.65,356.24,3359951,1196932772,30674,804604,23.95
BHARTIARTL,EQ,04-04-2019,350,352,359.5,352,357,356.8,356.35,10966638,3907990802,125508,4308895,39.29
BHARTIARTL,EQ,03-04-2019,356.45,356,363,347.5,350.35,350,357.37,11041131,3945723940,106929,3648475,33.04
BHARTIARTL,EQ,02-04-2019,340.8,343,359,343,356,356.45,353.2,20054316,7083137291,143766,7304209,36.42
BHARTIARTL,EQ,01-04-2019,333.1,333.9,344.95,333.2,343,340.8,340.15,6381272,2170620965,70877,2466818,38.66
BHARTIARTL,EQ,29-03-2019,329.95,331,336.35,329,331.55,333.1,332.89,4459756,1484614630,50896,1323719,29.68
BHARTIARTL,EQ,28-03-2019,322.5,322.6,333,317.75,330.8,329.95,327.25,12272355,4016110330,92873,7239763,58.99
BHARTIARTL,EQ,27-03-2019,327.8,331,333,320.4,321.6,322.5,327.92,5364208,1759044880,45452,2113090,39.39
BHARTIARTL,EQ,26-03-2019,327,328.55,331.4,326.25,328.7,327.8,328.27,3827846,1256558101,41052,1074830,28.08
BHARTIARTL,EQ,25-03-2019,331.55,332.9,334.9,323.2,327.15,327,328.45,4734760,1555151118,42103,958120,20.24
BHARTIARTL,BL,22-03-2019,416.5,334,334,334,334,334,334,717691,239708794,1,717691,100
BHARTIARTL,EQ,22-03-2019,334,336,347.4,329.3,331.6,331.55,337.63,8213789,2773228314,81745,1881082,22.9
BHARTIARTL,EQ,20-03-2019,336.75,337.15,339.9,332.35,335,334,334.89,2982715,998877839.8,31025,631834,21.18
BHARTIARTL,EQ,19-03-2019,330.6,332,339.45,332,337.15,336.75,336.06,5082584,1708050316,57298,1058874,20.83
BHARTIARTL,EQ,18-03-2019,337.7,338,343.65,329.3,329.85,330.6,333.42,7007083,2336325906,69606,2601906,37.13
BHARTIARTL,EQ,15-03-2019,342.4,344,344.85,331.2,337.95,337.7,336.67,10397551,3500567165,81146,4010912,38.58
BHARTIARTL,EQ,14-03-2019,337.75,337,345.95,334.55,345.95,342.4,340.45,6246873,2126775306,53904,674065,10.79
BHARTIARTL,EQ,13-03-2019,351.8,348.5,356.55,336.5,336.75,337.75,343.85,12612026,4336658540,107665,3171726,25.15
BHARTIARTL,EQ,12-03-2019,333.8,332.8,354,329.35,350.5,351.8,346.61,27100883,9393488236,195184,5434913,20.05
BHARTIARTL,EQ,11-03-2019,308.7,309.05,337.1,308.7,334.5,333.8,325.7,15374558,5007552527,117664,6189291,40.26
BHARTIARTL,EQ,08-03-2019,307.65,309.75,312,307.65,308.5,308.7,309.59,4002947,1239288746,38484,1217420,30.41
BHARTIARTL,EQ,07-03-2019,309.4,310,312.2,307,307.4,307.65,309.38,5828055,1803075390,52747,2342411,40.19
BHARTIARTL,EQ,06-03-2019,307.85,310.95,313.25,308.3,309,309.4,310.52,6392974,1985150299,51883,2181988,34.13
BHARTIARTL,EQ,05-03-2019,307.65,308,309.2,303.6,308,307.85,306.51,10271412,3148288827,115512,4191881,40.81
BHARTIARTL,EQ,01-03-2019,318.05,317.8,317.8,302.1,308,307.65,307.61,26657232,8200068545,166455,9063775,34
BHARTIARTL,EQ,28-02-2019,320.15,324.9,326.95,315.95,319.45,318.05,320.07,6928578,2217600560,86778,1404909,20.28
BHARTIARTL,EQ,27-02-2019,315.45,318.95,325.25,314.35,323.85,320.15,319.12,4080123,1302037857,46038,766502,18.79
BHARTIARTL,EQ,26-02-2019,317.25,315.7,320.5,313.4,315.1,315.45,316.66,5012987,1587433097,56404,1634082,32.6
BHARTIARTL,EQ,25-02-2019,313.85,314,320,311.6,317.9,317.25,316.43,3744506,1184856425,49165,1106885,29.56
BHARTIARTL,EQ,22-02-2019,309.9,309.2,316.5,308.05,314,313.85,313.75,5587441,1753066480,34525,1469276,26.3
BHARTIARTL,EQ,21-02-2019,309,305.9,311,303,310.05,309.9,306.1,5232493,1601691929,44595,1431179,27.35
BHARTIARTL,EQ,20-02-2019,303.7,305.55,310.85,304.95,308.5,309,307.75,5603086,1724337807,53129,2290769,40.88
BHARTIARTL,EQ,19-02-2019,302.55,303.9,313.5,301.55,304.6,303.7,308.7,6844127,2112816067,55391,1510921,22.08
BHARTIARTL,EQ,18-02-2019,304.6,306.9,307.15,300.05,302.3,302.55,301.85,4001810,1207963435,43079,1842578,46.04
BHARTIARTL,EQ,15-02-2019,300.8,301,306.05,297.35,304.45,304.6,301.25,6063171,1826558970,63096,2736437,45.13
BHARTIARTL,EQ,14-02-2019,310.55,309,309.9,296.5,301.85,300.8,301.16,7726834,2327047956,87315,3367146,43.58
BHARTIARTL,EQ,13-02-2019,311.25,312.45,312.55,307.3,311.7,310.55,310.57,2196566,682189870.3,58404,536275,24.41
BHARTIARTL,EQ,12-02-2019,312.2,311.7,315.6,309.65,310.35,311.25,312.4,2006320,626768444.6,32520,471516,23.5
BHARTIARTL,EQ,11-02-2019,313.25,315,315.45,311,311.7,312.2,312.76,2977404,931209974.5,43844,913360,30.68
BHARTIARTL,EQ,08-02-2019,311.15,309,314.2,306.1,312.35,313.25,310.94,3076831,956707380.5,47598,573058,18.62
BHARTIARTL,EQ,07-02-2019,308.75,308.6,314.4,305.2,310,311.15,311.48,3472111,1081495541,41204,571288,16.45
BHARTIARTL,EQ,06-02-2019,308.2,307,310.5,301,308.6,308.75,305.41,4688955,1432035442,53278,803311,17.13
BHARTIARTL,EQ,05-02-2019,306.55,295.4,311.65,292.85,307,308.2,301.39,13229252,3987209443,111242,1697864,12.83
BHARTIARTL,EQ,04-02-2019,311.85,310,310.75,302.2,307.6,306.55,305.15,3511129,1071412128,44619,675231,19.23
BHARTIARTL,EQ,01-02-2019,306.4,305.1,320.9,305,311.35,311.85,313.54,8331159,2612118833,80049,1078233,12.94
BHARTIARTL,EQ,31-01-2019,303.7,304.5,310.45,303.15,305.9,306.4,305.91,8555853,2617313200,92382,3481403,40.69
BHARTIARTL,EQ,30-01-2019,307.85,309,312.9,300.1,303,303.7,307.49,5906356,1816150681,62299,2532459,42.88
BHARTIARTL,EQ,29-01-2019,305.15,305,309.65,301.7,306.95,307.85,306.98,2893056,888096822.3,49974,744271,25.73
BHARTIARTL,EQ,28-01-2019,307.5,308,309.35,294.7,306.5,305.15,303.72,4097172,1244378613,55954,973570,23.76
BHARTIARTL,EQ,25-01-2019,301.65,304,312,302,305.5,307.5,306.91,5443641,1670714384,59721,1266578,23.27
BHARTIARTL,EQ,24-01-2019,303.7,306.7,307.8,294.5,301.65,301.65,302.05,9363696,2828263625,90576,3223136,34.42
BHARTIARTL,EQ,23-01-2019,304.85,306.8,307.4,302.3,303.1,303.7,304.62,5063257,1542345676,58831,1937743,38.27
BHARTIARTL,EQ,22-01-2019,311.35,312,312.1,301.55,304.45,304.85,306.14,7904590,2419884255,68507,3757963,47.54
BHARTIARTL,EQ,21-01-2019,311.15,310.7,315.5,306,309.45,311.35,311.46,7769963,2420053641,73309,1976352,25.44
BHARTIARTL,EQ,18-01-2019,332.05,330.5,332.45,304.3,310.55,311.15,314.69,14744448,4639895655,120217,3374873,22.89
BHARTIARTL,EQ,17-01-2019,333.95,333,336.75,330.2,331.15,332.05,332.79,4118364,1370557152,45229,722242,17.54
BHARTIARTL,EQ,16-01-2019,337.75,336.75,345.25,331.4,332.45,333.95,338.82,6944533,2352913401,62070,1446625,20.83
BHARTIARTL,EQ,15-01-2019,331.6,330,339.35,326.5,338,337.75,332.71,5143387,1711244779,47529,1010690,19.65
BHARTIARTL,EQ,14-01-2019,335.1,334.1,334.8,328.15,330,331.6,330.74,3311854,1095361342,48796,949040,28.66
BHARTIARTL,EQ,11-01-2019,337.3,337.15,337.3,329,333.8,335.1,333.13,5337767,1778157435,42969,1004830,18.82
BHARTIARTL,EQ,10-01-2019,334.5,336.55,338.65,332.4,337,337.3,335.31,5180570,1737089360,75550,2064352,39.85
BHARTIARTL,EQ,09-01-2019,329.25,333.2,337.9,327.3,333.2,334.5,332.55,7226454,2403151819,75786,1584699,21.93
BHARTIARTL,EQ,08-01-2019,324.95,323.75,331.75,323.25,328,329.25,328.66,6484522,2131210693,67314,1691938,26.09
BHARTIARTL,EQ,07-01-2019,322.45,324.4,327.9,322.1,324.75,324.95,324.8,4966909,1613266648,57205,1367752,27.54
BHARTIARTL,EQ,04-01-2019,313.5,312.45,324.7,312.45,322,322.45,320.11,10239262,3277681503,127906,2745517,26.81
BHARTIARTL,EQ,03-01-2019,312.65,312.5,315.5,307.95,313,313.5,311.27,5615566,1747945502,65348,1145235,20.39
BHARTIARTL,EQ,02-01-2019,319.5,316.9,321,309.1,312.5,312.65,314.25,5604911,1761349535,50316,875836,15.63
BHARTIARTL,EQ,01-01-2019,312.5,315.95,322,313.3,321.85,319.5,316.4,5513123,1744358711,39291,528285,9.58
BHARTIARTL,EQ,31-12-2018,316.55,319,320.9,311.1,312.3,312.5,315.49,3795043,1197298522,41555,677333,17.85
BHARTIARTL,EQ,28-12-2018,316.7,316.9,321,314.5,316.1,316.55,318.34,4672856,1487552906,42075,1368290,29.28
BHARTIARTL,EQ,27-12-2018,320.45,323.2,323.7,314,316.05,316.7,317.52,7899279,2508176350,62214,2419234,30.63
BHARTIARTL,EQ,26-12-2018,309.1,308.2,323,302.6,321.5,320.45,311.08,7540970,2345829539,68999,1979069,26.24
BHARTIARTL,EQ,24-12-2018,307.9,309.8,312.3,304.25,309.9,309.1,307.98,4709660,1450503602,61283,882187,18.73
BHARTIARTL,EQ,21-12-2018,316.55,320,324.75,305.6,307.5,307.9,314.65,11143116,3506140906,104956,1928461,17.31
BHARTIARTL,EQ,20-12-2018,322.7,317,321.55,314,315.85,316.55,317.07,5396352,1711031999,56595,1564820,29
BHARTIARTL,EQ,19-12-2018,317.8,319.5,324,318.05,322.55,322.7,321.02,5217959,1675067554,56233,1741896,33.38
BHARTIARTL,EQ,18-12-2018,315.2,314.2,320.7,311.6,317.25,317.8,316.13,5653153,1787151930,49673,912506,16.14
BHARTIARTL,EQ,17-12-2018,319.25,319.25,323.2,312.8,313.8,315.2,317.71,6136693,1949682581,64392,592220,9.65
BHARTIARTL,EQ,14-12-2018,303.1,305.2,333.4,305.2,319,319.25,317.82,20486283,6511035523,181332,2582987,12.61
BHARTIARTL,EQ,13-12-2018,305.55,308.5,312.85,301.55,302.9,303.1,306.32,6909651,2116584442,84141,1444222,20.9
BHARTIARTL,EQ,12-12-2018,290.25,294,311,291.5,311,305.55,301.02,9282794,2794285644,91662,2440895,26.29
BHARTIARTL,EQ,11-12-2018,294.95,288,294.4,282,290.2,290.25,289.74,9007497,2609809948,100106,3315856,36.81
BHARTIARTL,EQ,10-12-2018,303.95,298.45,301.65,290.85,292,294.95,296.51,5181119,1536254956,79804,1974962,38.12
BHARTIARTL,EQ,07-12-2018,304,305,307.8,298.95,305,303.95,303.81,4775658,1450907492,67970,1224954,25.65
BHARTIARTL,EQ,06-12-2018,312.8,311,311,302,304.05,304,305.66,5918098,1808943082,77975,1703991,28.79
BHARTIARTL,EQ,05-12-2018,318.55,319.7,320.85,310.2,311.85,312.8,314.59,4530938,1425395265,52230,787082,17.37
BHARTIARTL,EQ,04-12-2018,319.75,321,323.5,310.25,322,318.55,316.08,6449992,2038698447,53667,1564243,24.25
BHARTIARTL,EQ,03-12-2018,313.5,316.5,321,314.5,320.5,319.75,318.25,3036001,966193623,25007,472655,15.57
BHARTIARTL,EQ,30-11-2018,317.2,319,324.3,310.7,315,313.5,317.01,5944313,1884392540,62388,1550654,26.09
BHARTIARTL,EQ,29-11-2018,314.1,321,322,312,322,317.2,315.72,8307218,2622794894,58702,3938005,47.4
BHARTIARTL,EQ,28-11-2018,328.15,332,332.8,311,316,314.1,322.36,9175591,2957821840,81295,2596593,28.3
BHARTIARTL,EQ,27-11-2018,334.55,333.9,335.9,324.1,326.55,328.15,329.54,6970751,2297137225,85564,2161492,31.01
BHARTIARTL,EQ,26-11-2018,327.85,328.05,338.9,328.05,335.6,334.55,335.29,5969802,2001605833,81060,984266,16.49
BHARTIARTL,EQ,22-11-2018,332.7,331.9,339.8,321.4,328.4,327.85,329.2,8925992,2938469155,83300,947646,10.62
BHARTIARTL,EQ,21-11-2018,331.95,331,339.45,330.15,333.4,332.7,334.39,8477936,2834896803,82487,4040834,47.66
BHARTIARTL,EQ,20-11-2018,336.85,333.1,339.45,328.3,329.85,331.95,335.22,10734672,3598472726,85244,4479293,41.73
BHARTIARTL,EQ,19-11-2018,332.75,329.4,338.9,319,337,336.85,330.59,11772584,3891864185,106558,1655487,14.06
BHARTIARTL,EQ,16-11-2018,304.4,302.9,336.8,302,332.1,332.75,324.02,22573096,7314208586,217149,8289090,36.72
BHARTIARTL,EQ,15-11-2018,301.3,301.3,306.7,298,301.8,304.4,304.26,4050154,1232288608,31248,1850762,45.7
BHARTIARTL,EQ,14-11-2018,297.55,300,311.8,298,301.15,301.3,304.82,4883558,1488600275,55151,1307303,26.77
BHARTIARTL,EQ,13-11-2018,296.2,296,304,290.3,296.45,297.55,294.85,3891168,1147300123,70834,1387838,35.67
BHARTIARTL,EQ,12-11-2018,299.75,301,305,294,296.25,296.2,298.19,6121627,1825413218,54809,3244843,53.01
BHARTIARTL,EQ,09-11-2018,306.25,289.8,303.4,288.7,297.4,299.75,298.24,8495072,2533573737,101544,1907872,22.46
BHARTIARTL,EQ,07-11-2018,305.05,309,309,303.95,306,306.25,306.22,276702,84731519.55,3414,21910,7.92
BHARTIARTL,EQ,06-11-2018,303.2,304,307.95,302.9,304.1,305.05,305.3,2653071,809988726.5,43634,1061422,40.01
BHARTIARTL,EQ,05-11-2018,302.05,300.8,305.4,298,303.25,303.2,301.82,4363411,1316953779,69159,1861634,42.66
BHARTIARTL,EQ,02-11-2018,293.5,293.9,307.8,293.5,302.55,302.05,302.17,4425655,1337317545,50188,689557,15.58
BHARTIARTL,EQ,01-11-2018,292.35,293,298,287.35,293.9,293.5,293.75,4748038,1394721302,53522,1400232,29.49
BHARTIARTL,EQ,31-10-2018,292.6,292.9,295,278.9,291.35,292.35,287.48,7357453,2115129638,78355,2576766,35.02
BHARTIARTL,EQ,30-10-2018,294.1,294.45,297.2,289.35,291.5,292.6,293.24,4807626,1409776007,54746,2173900,45.22
BHARTIARTL,EQ,29-10-2018,297.95,299.1,303.55,290,293.65,294.1,296.73,5651902,1677085895,61780,1839262,32.54
BHARTIARTL,EQ,26-10-2018,295.55,297.1,306,287,297.45,297.95,297.97,7858963,2341727930,77538,1167509,14.86
BHARTIARTL,EQ,25-10-2018,315.85,307,310.4,292.15,296,295.55,300.05,15304817,4592284198,129260,5987193,39.12
BHARTIARTL,EQ,24-10-2018,285.9,290,328.75,286.65,311.55,315.85,304.18,12195277,3709608400,131057,4434516,36.36
BHARTIARTL,EQ,23-10-2018,285.75,283.05,290.6,283,285.8,285.9,286.22,6637533,1899819232,86004,4231456,63.75
BHARTIARTL,EQ,22-10-2018,287.3,289.45,290,276.85,289.45,285.75,283.7,6531421,1852939723,97890,3003702,45.99
BHARTIARTL,EQ,19-10-2018,288.5,287,293.2,284.6,286.9,287.3,288.7,3730327,1076956194,52197,1503219,40.3
BHARTIARTL,EQ,17-10-2018,294,296.5,298.35,284.65,290,288.5,291.49,3877700,1130301973,75912,1216662,31.38
BHARTIARTL,EQ,16-10-2018,291.1,292.4,295.9,289.2,294.6,294,293.11,3011299,882651090.7,57580,1056490,35.08
BHARTIARTL,EQ,15-10-2018,290.05,290.05,293,284.05,292.4,291.1,288.1,2607240,751158708.4,69426,755439,28.97
BHARTIARTL,EQ,12-10-2018,285.35,288,292.6,284.65,289.05,290.05,288.74,9008275,2601040248,110465,4831660,53.64
BHARTIARTL,EQ,11-10-2018,295.1,288.95,294.8,282.25,285.25,285.35,287.94,4681303,1347912966,96167,2208987,47.19
BHARTIARTL,EQ,10-10-2018,289,289,303.8,284.2,294.15,295.1,292.67,10215590,2989792163,131207,5448805,53.34
BHARTIARTL,EQ,09-10-2018,295.2,296.25,296.9,287,288.6,289,289.74,8561269,2480521183,97096,5289587,61.79
BHARTIARTL,EQ,08-10-2018,298.6,298.8,298.8,291,295,295.2,294.64,9026370,2659569851,152705,5687659,63.01
BHARTIARTL,EQ,05-10-2018,310.15,308.5,315.9,291.9,296.4,298.6,306.64,7168719,2198187035,108889,3895365,54.34
BHARTIARTL,EQ,04-10-2018,318.45,315.35,317.45,302.15,310.4,310.15,310.94,8083991,2513639066,97040,3983564,49.28
BHARTIARTL,EQ,03-10-2018,326.75,326,327.3,316.35,316.35,318.45,320.89,6659938,2137080580,101137,2663089,39.99
BHARTIARTL,EQ,01-10-2018,338.55,339,340,321.7,324.4,326.75,326.95,9794496,3202274998,107729,6234806,63.66
BHARTIARTL,EQ,28-09-2018,356.8,356.8,359,335.15,340,338.55,342.35,11183009,3828483819,155523,7284199,65.14
BHARTIARTL,EQ,27-09-2018,361.3,361.5,363.45,354.65,358.7,356.8,358.63,4041142,1449278106,92132,2774221,68.65
BHARTIARTL,EQ,26-09-2018,360.5,363,365,357.15,360.7,361.3,360.58,3964043,1429370152,67664,2071064,52.25
BHARTIARTL,EQ,25-09-2018,356.2,359.2,363.65,344,359.9,360.5,350.66,6177721,2166300649,109541,2729740,44.19
BHARTIARTL,EQ,24-09-2018,370.5,370.4,372.9,350.5,355.95,356.2,356.85,7105527,2535578712,75274,4289956,60.37
BHARTIARTL,EQ,21-09-2018,370.05,364.9,379.85,357.25,373.45,370.5,368.24,5503664,2026667477,62098,2710593,49.25
BHARTIARTL,EQ,19-09-2018,373.7,374.5,380.4,360.3,361.85,370.05,373.93,1966708,735409098.9,39430,392998,19.98
BHARTIARTL,EQ,18-09-2018,382.05,380.2,384.8,372.55,374.15,373.7,377.99,2663263,1006689203,35219,1082084,40.63
BHARTIARTL,EQ,17-09-2018,383.6,380.15,391,377.1,382,382.05,384.11,3086233,1185459020,41333,650455,21.08
BHARTIARTL,EQ,14-09-2018,376.7,378,388.2,373,385.25,383.6,378.39,3241639,1226613538,63391,1259111,38.84
BHARTIARTL,EQ,12-09-2018,378.7,380.9,382.15,371.8,376.2,376.7,377.1,3664475,1381874342,57357,1480508,40.4
BHARTIARTL,EQ,11-09-2018,388.4,388.5,392.4,377.45,379.1,378.7,381.85,5241423,2001419163,61811,1265359,24.14
BHARTIARTL,EQ,10-09-2018,389.6,389.3,397.5,382.2,387.35,388.4,387.87,5059483,1962406864,54372,2058811,40.69
BHARTIARTL,EQ,07-09-2018,372.3,373.9,391.3,368.8,389.3,389.6,383.91,4923668,1890257296,75645,2178211,44.24
BHARTIARTL,EQ,06-09-2018,372.05,373.95,374.7,368.1,370.85,372.3,371.59,2354020,874732770.9,38140,1072899,45.58
BHARTIARTL,EQ,05-09-2018,378.35,375,377.85,366.25,373.95,372.05,373.06,5983744,2232286285,54833,4147682,69.32
BHARTIARTL,EQ,04-09-2018,383.8,382.3,383.45,375.7,377,378.35,380.24,2886141,1097427982,35361,1488642,51.58
BHARTIARTL,EQ,03-09-2018,383.85,387,387.25,380.45,382.1,383.8,384.15,3764539,1446141430,64135,2162878,57.45
BHARTIARTL,EQ,31-08-2018,383.1,379.85,386,376,383.25,383.85,380.95,7849613,2990271964,103793,5066953,64.55
BHARTIARTL,EQ,30-08-2018,374.9,377.3,385,375.65,381.05,383.1,380.8,7026818,2675813512,77683,4041064,57.51
BHARTIARTL,EQ,29-08-2018,376.8,378,382.45,372.75,376.5,374.9,377.96,4038807,1526527276,46204,2191433,54.26
BHARTIARTL,EQ,28-08-2018,379.15,382.35,385.7,375.4,376.65,376.8,377.85,3669920,1386672078,47216,1468386,40.01
BHARTIARTL,EQ,27-08-2018,368.95,370,383.8,367.4,381.9,379.15,376.01,5938671,2233007394,51952,3103291,52.26
BHARTIARTL,EQ,24-08-2018,369.9,370,370.8,365,368.15,368.95,367.7,2089422,768282183.8,26515,806814,38.61
BHARTIARTL,EQ,23-08-2018,368.25,372.3,376.75,368.1,370,369.9,370.67,4278039,1585754683,59478,2405258,56.22
BHARTIARTL,EQ,21-08-2018,370.55,364,370.4,363.1,369.05,368.25,367.87,3110530,1144260207,37834,1056460,33.96
BHARTIARTL,EQ,20-08-2018,371.4,372.4,373.85,367.3,371.9,370.55,370.78,2557572,948294802.1,40426,1006069,39.34
BHARTIARTL,EQ,17-08-2018,372,372.05,375,366.15,369.75,371.4,369.39,3030830,1119561553,62281,1126618,37.17
BHARTIARTL,EQ,16-08-2018,367,366.55,374,365.2,372.3,372,370,2715006,1004550484,39175,1356223,49.95
BHARTIARTL,EQ,14-08-2018,370.15,370.15,372.7,364,366.5,367,367.16,2897961,1064002693,42107,1439785,49.68
BHARTIARTL,EQ,13-08-2018,369.8,368.9,375.75,363,370,370.15,371.52,3817525,1418280140,43400,1596608,41.82
BHARTIARTL,EQ,10-08-2018,367.05,368.2,374.8,365.1,369,369.8,370.86,4046462,1500652162,41202,962694,23.79
BHARTIARTL,EQ,09-08-2018,385.3,386.3,386.3,364.5,367,367.05,369.03,11040336,4074228265,58961,3428154,31.05
BHARTIARTL,EQ,08-08-2018,381.9,380.1,387.9,373.4,385.2,385.3,380.21,2993950,1138321879,51106,707086,23.62
BHARTIARTL,EQ,07-08-2018,385.75,385.75,386.8,379.25,381.2,381.9,382.15,2190884,837246512,24326,426276,19.46
BHARTIARTL,EQ,06-08-2018,374.5,374.85,387.7,374.7,384.55,385.75,382.22,3640662,1391532777,39736,879191,24.15
BHARTIARTL,EQ,03-08-2018,373,374.8,376.9,370.4,374.85,374.5,373.61,3287520,1228260157,38868,854142,25.98
BHARTIARTL,EQ,02-08-2018,384.5,383.4,384.75,369.2,372.45,373,374.22,5575854,2086602690,73687,1751482,31.41
BHARTIARTL,EQ,01-08-2018,390.6,390,399,382.65,384.1,384.5,391.75,8512340,3334676439,81743,4606901,54.12
BHARTIARTL,EQ,31-07-2018,383.25,382,392.55,378.7,390,390.6,388.29,7296848,2833269272,71585,3091470,42.37
BHARTIARTL,EQ,30-07-2018,364.7,359,388.9,355.3,385.4,383.25,374.32,6737958,2522138159,65428,2610447,38.74
BHARTIARTL,EQ,27-07-2018,357.65,359.9,373.9,351.65,362.25,364.7,363.22,8126603,2951743515,92188,1871434,23.03
BHARTIARTL,EQ,26-07-2018,352.3,353.05,360,352.35,360,357.65,356.44,3439808,1226083662,38223,922131,26.81
BHARTIARTL,EQ,25-07-2018,356.8,355.1,355.8,343.5,352.25,352.3,347.96,4664164,1622948048,51539,1199514,25.72
BHARTIARTL,EQ,24-07-2018,358.95,361.4,366.45,355.25,356.4,356.8,361.67,3920957,1418107472,35566,2055809,52.43
BHARTIARTL,EQ,23-07-2018,345.4,345.5,360,345,357.6,358.95,355.47,3735930,1328004372,41040,1349300,36.12
BHARTIARTL,EQ,20-07-2018,345,343,347.7,340.35,346.55,345.4,344.58,3796397,1308153218,49343,2181811,57.47
BHARTIARTL,EQ,19-07-2018,336.8,339,347.5,337.6,343,345,343.9,4531466,1558366967,50143,1667228,36.79
BHARTIARTL,EQ,18-07-2018,342.55,344.1,345.1,331,337.1,336.8,336.43,4796681,1613769791,70728,2110006,43.99
BHARTIARTL,EQ,17-07-2018,347.4,347,350.7,340,342.55,342.55,342.93,4884957,1675185847,59889,2473755,50.64
BHARTIARTL,EQ,16-07-2018,358.95,356,359.75,344.8,348.05,347.4,350.92,3261119,1144384433,75843,1474823,45.22
BHARTIARTL,EQ,13-07-2018,362.15,364,364.85,357.35,359.3,358.95,359.95,4786772,1722994230,72194,3120063,65.18
BHARTIARTL,EQ,12-07-2018,362,365,365,360.35,362.25,362.15,362.91,2072184,752025963.5,37197,862527,41.62
BHARTIARTL,EQ,11-07-2018,367.8,368.9,368.9,360.9,362,362,364.35,1879248,684696773,44899,883411,47.01
BHARTIARTL,EQ,10-07-2018,362.1,362.5,369.8,362.5,367.25,367.8,365.71,1693780,619438389.9,32891,550257,32.49
BHARTIARTL,EQ,09-07-2018,362.25,366,366.4,361.6,362.1,362.1,362.67,4730035,1715462452,56575,2862836,60.52
BHARTIARTL,EQ,06-07-2018,363.4,362,365.4,359.9,362.4,362.25,362.18,7218013,2614209028,106610,4631738,64.17
BHARTIARTL,EQ,05-07-2018,367.4,365,366.75,359.65,363.6,363.4,362.92,6402876,2323714029,89561,2472706,38.62
BHARTIARTL,EQ,04-07-2018,370.75,370.85,371.9,362.7,367,367.4,367.94,3925362,1444309598,52008,1521359,38.76
BHARTIARTL,EQ,03-07-2018,368.05,374.6,374.6,366.1,369,370.75,369.9,2787262,1031021648,47425,694279,24.91
BHARTIARTL,EQ,02-07-2018,381.95,381.1,381.4,365.55,368.5,368.05,371.04,4391116,1629274029,52642,2253174,51.31
BHARTIARTL,EQ,29-06-2018,377.95,375.3,383.3,375.3,381.4,381.95,380.73,3443146,1310910020,51622,1858004,53.96
BHARTIARTL,EQ,28-06-2018,375.65,373.7,381.4,368.55,380.45,377.95,376.28,5857077,2203903472,54940,3591463,61.32
BHARTIARTL,EQ,27-06-2018,380.2,381.25,381.55,373.1,377.8,375.65,376.68,3412205,1285297019,69640,1653344,48.45
BHARTIARTL,EQ,26-06-2018,374.15,374,382.75,373.2,379.1,380.2,379.59,4318837,1639390021,61367,2296536,53.17
BHARTIARTL,EQ,25-06-2018,374.55,372,377.95,371.8,373.35,374.15,374.61,3008052,1126833002,65996,1417769,47.13
BHARTIARTL,EQ,22-06-2018,368.7,370.95,376.5,366.3,373,374.55,371.81,3068406,1140859144,49312,1265952,41.26
BHARTIARTL,EQ,21-06-2018,371.9,374.95,375,363.8,369.95,368.7,369.86,3841053,1420645204,62372,1894419,49.32
BHARTIARTL,EQ,20-06-2018,371.2,372.5,376.5,370.45,371.6,371.9,373.45,2510768,937634189.7,36352,1015476,40.44
